CC Number,Date,Time,Accident Type,New Georeferenced Column
18CS00100588,05/23/2018,5/31/2018 9:37:00 PM,Injury Crash,"(39.27328637, -76.55388236)"
18CS00159035,08/13/2018,8/13/2018 4:52:00 PM,Property Damage Crash,"(39.27763887, -76.61961526)"
16CS00084462,05/05/2016,5/11/2016 10:13:00 AM,Property Damage Crash,"(39.27321162, -76.62130773)"
16CS00172708,09/07/2016,9/7/2016 9:07:00 AM,Property Damage Crash,"(39.26409565, -76.56661078)"
13B004175,02/05/2013,1048,PI,"(39.190221, -76.671179)"
18CS00166169,08/24/2018,8/24/2018 5:28:00 AM,Property Damage Crash,"(39.27378902, -76.55338324)"
P1800058282,08/03/2018,8/4/2018 9:20:00 PM,Property Damage Crash,"(39.190536, -76.653823)"
15CS00002641,01/05/2015,10:35:00 PM,Injury Crash,"(39.31539127, -76.53762817)"
18CS00164294,08/21/2018,8/24/2018 10:37:00 AM,Property Damage Crash,"(39.1002402, -77.0437257)"
17CS00190829,10/09/2017,10/10/2017 11:55:00 AM,Property Damage Crash,"(39.31033603, -76.5334399)"
17B000190,03/09/2017,3/31/2017 7:12:00 PM,Property Damage Crash,"(39.16645511, -76.64630122)"
19CS00022958,02/04/2019,2/4/2019 2:04:00 AM,Property Damage Crash,"(39.2411503943443, -76.5833448804769)"
15CS00159479,08/17/2015,8/17/2015 4:59:00 PM,Property Damage Crash,"(39.3122537, -76.53258)"
12K007911,08/08/2012,1435,PD,"(39.205731, -76.559113)"
14CS00175369,10/23/2014,4:32:00 PM,Property Damage Crash,"(39.27057039, -76.64317846)"
18CS00086269,05/03/2018,5/21/2018 4:55:00 AM,Property Damage Crash,"(39.568865, -76.070873)"
12B027318,08/26/2012,2221,PI,"(39.17991, -76.670403)"
18CS00137759,07/13/2018,7/15/2018 11:16:00 AM,Property Damage Crash,"(39.26220638, -76.56984486)"
13B019056,07/04/2013,1040,PI,"(39.190263, -76.677704)"
19CS00032096,02/17/2019,2/20/2019 8:57:00 PM,Injury Crash,"(39.2704513, -76.6401207)"
18CS00063420,04/02/2018,4/2/2018 1:31:00 AM,Property Damage Crash,"(39.2522182, -76.57235473)"
17CS00131790,07/13/2017,7/13/2017 5:15:00 PM,Injury Crash,"(38.99185428, -76.37086987)"
16CS00221488,11/20/2016,11/20/2016 1:30:00 PM,Property Damage Crash,"(39.2451996, -76.57733962)"
15CS00128611,07/03/2015,2:13:00 PM,Property Damage Crash,"(38.98621701, -76.34725571)"
14IR30946,05/04/2014,6:00:00 PM,Property Damage Crash,"(39.241718, -76.516145)"
17IR000685,04/10/2017,4/10/2017 12:21:00 AM,Property Damage Crash,"(39.25366067, -76.57161981)"
P1700093863,12/22/2017,2/26/2018 10:30:00 PM,Property Damage Crash,"(39.18782813, -76.68465614)"
17IR001161,06/15/2017,6/15/2017 12:42:00 AM,Property Damage Crash,"(39.225548, -76.680184)"
16CS00193148,10/07/2016,10/7/2016 4:07:00 PM,Property Damage Crash,"(39.26559499, -76.59438372)"
19CS00061217,03/29/2019,3/29/2019 10:16:00 AM,Property Damage Crash,"(39.2588908534626, -76.674555890493)"
P1600036142,05/19/2016,5/23/2016 6:04:00 PM,Property Damage Crash,"(39.1761852, -76.67126656)"
15CS00189865,09/29/2015,10/9/2015 8:42:00 PM,Property Damage Crash,"(38.367826, -76.964075)"
13T002008,02/12/2013,2241,PD,"(39.240222, -76.589768)"
14CS0017432,10/22/2014,5:19:00 PM,Property Damage Crash,"(39.233383, -76.652234)"
14CS00057491,04/19/2014,10:03:00 AM,Injury Crash,"(39.27080154, -76.55445099)"
16CS00091382,05/15/2016,5/17/2016 5:47:00 PM,Injury Crash,"(38.3621743, -76.992578)"
15CS00199796,10/14/2015,10/14/2015 8:43:00 PM,Property Damage Crash,"(39.26662498, -76.61298752)"
17CS00130271,07/11/2017,7/13/2017 3:10:00 PM,Property Damage Crash,"(39.590823, -76.0654125)"
16CS00047464,03/14/2016,3/16/2016 12:34:00 PM,Injury Crash,"(39.2642244, -76.58990443)"
16CS00214425,11/09/2016,11/10/2016 6:33:00 AM,Property Damage Crash,"(39.264533, -76.565238)"
P1400001324,11/24/2014,5:45:00 PM,Property Damage Crash,"(39.18009411, -76.66843414)"
18CS00034228,02/18/2018,2/19/2018 10:05:00 AM,Property Damage Crash,"(39.26184529, -76.67262329)"
18CS00010065,01/15/2018,2/9/2018 6:02:00 PM,Property Damage Crash,"(39.321653772693, -76.5313518047333)"
12T011137,08/17/2012,2025,PD,"(39.2661, -76.5623)"
15CS00152287,08/06/2015,9/7/2015 10:51:00 PM,Property Damage Crash,"(39.27067007, -76.64727688)"
16CS00076985,04/24/2016,4/27/2016 2:54:00 AM,Property Damage Crash,"(39.3647867, -76.6694715)"
12T013713,10/15/2012,0714,PD,"(39.2708, -76.6447)"
14CS00188430,11/12/2014,6:03:00 PM,Injury Crash,"(39.240747, -76.5881667)"
16CS00189219,10/02/2016,10/3/2016 1:08:00 AM,Injury Crash,"(39.26719812, -76.60626054)"
18CS00023772,02/02/2018,2/5/2018 3:22:00 PM,Property Damage Crash,"(38.9990274, -76.39828742)"
P1500040502,06/13/2015,7/20/2015 10:38:00 AM,Property Damage Crash,"(39.1818477, -76.6693243)"
13E001072,02/20/2013,0818,PI,"(39.113794, -77.061651)"
14CS00131732,08/15/2014,4:26:00 PM,Property Damage Crash,"(39.27189102, -76.55523419)"
16CS00092828,05/17/2016,5/17/2016 5:18:00 PM,Property Damage Crash,"(39.31099182, -76.54219866)"
16CS00131998,07/11/2016,7/11/2016 12:43:00 AM,Property Damage Crash,"(39.26512152, -76.56216502)"
12L005385,07/02/2012,1229,PD,"(39.000549, -76.399312)"
18CS00217455,11/12/2018,11/12/2018 5:05:00 AM,Property Damage Crash,"(39.3128243961823, -76.5330000097525)"
18CS00210789,11/01/2018,6:26:00 AM,Property Damage Crash,"(39.2061812, -76.5715755)"
17CS00236646,12/15/2017,1/9/2018 12:22:00 PM,Injury Crash,"(39.29882861, -76.64566487)"
15CS00021890,02/05/2015,2:27:00 PM,Property Damage Crash,"(39.13514512, -77.14653254)"
18CS00130751,07/03/2018,7/4/2018 9:52:00 PM,Property Damage Crash,"(39.26708391, -76.61809981)"
18CS00036065,02/21/2018,3/9/2018 7:00:00 AM,Property Damage Crash,"(39.2899323, -76.5326937)"
17CS00099756,05/22/2017,5/22/2017 9:33:00 AM,Injury Crash,"(39.29156455, -76.55369997)"
17IR000203,02/05/2017,2/19/2017 6:45:00 PM,Property Damage Crash,"(39.01524917, -76.41155362)"
14CS00112047,07/14/2014,6:31:00 AM,Injury Crash,"(39.29168287, -76.55481577)"
17CS00205703,10/31/2017,10/31/2017 8:30:00 AM,Property Damage Crash,"(39.2783692, -76.55332983)"
18CS00080506,04/25/2018,4/25/2018 6:52:00 AM,Property Damage Crash,"(39.30245777, -76.53059006)"
15CS00043191,03/10/2015,9:59:00 PM,Property Damage Crash,"(39.20063313, -76.55547023)"
14CS00141087,08/29/2014,11:07:00 PM,Property Damage Crash,"(39.27169999, -76.46793365)"
12T014301,10/27/2012,1852,PI,"(39.263, -76.6718)"
17CS00015349,01/24/2017,1/24/2017 2:42:00 AM,Injury Crash,"(39.3180268, -76.5340222)"
13T016091,10/27/2013,1640,PD,"(39.319602, -76.532995)"
19CS00021644,02/01/2019,2/1/2019 9:37:00 AM,Property Damage Crash,"(39.2409, -76.593)"
P1700072113,09/30/2017,9/30/2017 6:43:00 AM,Property Damage Crash,"(39.18926069, -76.66262984)"
17IR000260,02/13/2017,2/13/2017 9:47:00 AM,Property Damage Crash,"(39.28439834, -76.53722048)"
16CS00187791,09/29/2016,9/29/2016 4:12:00 PM,Property Damage Crash,"(39.27060362, -76.64339304)"
15CS00228764,11/27/2015,11/30/2015 10:55:00 AM,Injury Crash,"(39.28698092, -76.53177023)"
15CS00164839,08/26/2015,8/26/2015 3:43:00 AM,Injury Crash,"(39.21243827, -76.53423786)"
19CS00021682,02/01/2019,2/1/2019 11:38:00 AM,Property Damage Crash,"(39.2696313, -76.6480753)"
17CS00103940,06/01/2017,6/7/2017 9:12:00 PM,Injury Crash,"(39.098531, -77.039071)"
15CS00001628,01/03/2015,5:28:00 PM,Property Damage Crash,"(39.016783, -76.410255)"
18CS00007332,01/11/2018,1/11/2018 2:55:00 PM,Property Damage Crash,"(39.26595736, -76.56323925)"
18CS00164892,08/22/2018,8/22/2018 11:00:00 AM,Property Damage Crash,"(39.2668112, -76.6100108)"
18CS00016347,01/23/2018,1/24/2018 10:35:00 PM,Property Damage Crash,"(39.23154779, -76.58905283)"
13L003265,04/11/2013,944,PI,"(38.991293, -76.374143)"
17CS00169972,09/06/2017,9/7/2017 2:00:00 PM,Property Damage Crash,"(39.27815327, -76.55128598)"
13T005455,04/21/2013,2142,PD,"(39.267155, -76.664238)"
12L009457,11/20/2012,1747,PD,"(39.012631, -76.407412)"
12P018688,07/31/2012,0843,PD,"(39.237729, -76.60753)"
16CS00242931,12/26/2016,12/26/2016 4:37:00 PM,Injury Crash,"(39.26442896, -76.56527907)"
16CS00066724,04/10/2016,4/14/2016 4:09:00 PM,Property Damage Crash,"(39.56544779, -76.07953638)"
P1600087763,12/01/2016,12/6/2016 2:31:00 AM,Property Damage Crash,"(39.18477828, -76.67538911)"
19CS00049976,03/14/2019,3/19/2019 4:20:00 PM,Property Damage Crash,"(39.2671860205045, -76.6190517849639)"
15CS00179328,09/14/2015,9/15/2015 2:31:00 PM,Property Damage Crash,"(39.30740565, -76.5312767)"
15CS00041983,03/09/2015,8:23:00 AM,Injury Crash,"(39.26997237, -76.55666113)"
P1600069294,09/17/2016,9/27/2016 5:31:00 AM,Property Damage Crash,"(39.17004277, -76.67570293)"
12T012971,09/28/2012,0746,PD,"(39.2411, -76.5841)"
17CS00225605,11/29/2017,11/29/2017 8:10:00 AM,Property Damage Crash,"(39.26454836, -76.56512618)"
16CS00031355,02/18/2016,2/22/2016 6:04:00 PM,Injury Crash,"(39.26123395, -76.5704155)"
P1600052318,07/16/2016,7/20/2016 6:10:00 AM,Property Damage Crash,"(39.21686904, -76.69923261)"
16CS00111287,06/11/2016,6/11/2016 10:58:00 PM,Property Damage Crash,"(39.26731181, -76.61750369)"
15CS00121425,06/24/2015,7/8/2015 5:37:00 PM,Property Damage Crash,"(39.2664555, -76.5605772)"
17B000575,07/26/2017,7/27/2017 1:50:00 PM,Property Damage Crash,"(39.2016297, -76.6952682)"
17CS00228090,12/02/2017,12/13/2017 11:12:00 PM,Property Damage Crash,"(39.25036651, -76.67885989)"
17CS00001293,01/03/2017,1/8/2017 4:07:00 PM,Property Damage Crash,"(39.28442326, -76.54578209)"
17CS00136823,07/20/2017,7/24/2017 5:40:00 PM,Property Damage Crash,"(39.28126342, -76.61886156)"
18CS00221418,11/18/2018,11/18/2018 5:20:00 PM,Property Damage Crash,"(39.2712508180315, -76.6485230820931)"
15CS0010573,01/18/2015,10:55:00 AM,Injury Crash,"(39.3500293, -76.49711609)"
16CS00080595,04/29/2016,5/4/2016 8:41:00 AM,Property Damage Crash,"(39.25445, -76.57093)"
16CS00224633,11/25/2016,11/30/2016 7:12:00 AM,Property Damage Crash,"(39.26701538, -76.61826611)"
P1800061360,08/14/2018,8/29/2018 10:00:00 PM,Property Damage Crash,"(39.18785931, -76.68480501)"
15CS00094427,05/18/2015,8:41:00 PM,Property Damage Crash,"(39.272001, -76.6303107)"
16CS00234773,12/12/2016,1/9/2017 7:47:00 AM,Property Damage Crash,"(39.00289195, -76.40078053)"
18CS00033384,02/17/2018,2/17/2018 5:58:00 AM,Injury Crash,"(39.27135114, -76.65255547)"
16CS00130531,07/08/2016,7/8/2016 7:40:00 PM,Property Damage Crash,"(38.9919533, -76.37658969)"
12T015276,11/18/2012,2047,PD,"(39.274509, -76.620726)"
15CS00033094,02/22/2015,10:44:00 PM,Property Damage Crash,"(39.29173892, -76.53263927)"
P1400000815,07/02/2014,11:22:00 AM,Property Damage Crash,"(39.19471319, -76.68487072)"
15CS00022715,02/06/2015,5:41:00 PM,Property Damage Crash,"(39.13757924, -77.15912282)"
17CS00102396,05/30/2017,6/1/2017 4:46:00 PM,Property Damage Crash,"(39.253924, -76.57136)"
16CS00120027,06/24/2016,6/25/2016 3:13:00 PM,Injury Crash,"(39.02138009, -76.41961232)"
18CS00138851,07/14/2018,7/15/2018 10:00:00 PM,Property Damage Crash,"(39.26132273, -76.58177197)"
16CS00172039,09/06/2016,9/9/2016 1:04:00 PM,Property Damage Crash,"(39.22903797, -76.63311884)"
19CS00047143,03/11/2019,3/11/2019 5:49:00 AM,Property Damage Crash,"(38.9872844526267, -76.3514935970306)"
15CS00132538,07/09/2015,7/14/2015 6:50:00 PM,Property Damage Crash,"(39.3088003, -76.52526855)"
P1600062122,08/22/2016,9/28/2016 1:45:00 PM,Property Damage Crash,"(39.180551, -76.668453)"
18CS00069086,04/09/2018,4/9/2018 9:50:00 PM,Property Damage Crash,"(39.16201148, -76.68457031)"
17IR000168,02/02/2017,2/2/2017 8:52:00 AM,Property Damage Crash,"(39.26425036, -76.56347394)"
12T015039,11/13/2012,1536,PI,"(39.264758, -76.564668)"
16CS00190024,10/03/2016,10/14/2016 11:42:00 AM,Injury Crash,"(39.20758344, -76.58599377)"
16CS00144725,07/28/2016,8/10/2016 7:22:00 AM,Property Damage Crash,"(39.24723941, -76.57579064)"
14CS00132210,08/16/2014,10:32:00 AM,Injury Crash,"(39.00035521, -76.39809966)"
12T013428,10/08/2012,2324,PI,"(39.2661, -76.5625)"
13T003165,03/08/2013,1812,PD,"(39.266908, -76.562614)"
12T008863,07/02/2012,0905,PI,"(39.281266, -76.551464)"
18CS00010503,01/16/2018,1/16/2018 9:00:00 AM,Injury Crash,"(39.2616223, -76.5719524)"
13T018463,12/06/2013,1712,PD,"(39.235658, -76.618852)"
12B033637,10/18/2012,2150,PI,"(39.212077, -76.694747)"
17CS00094661,05/19/2017,5/19/2017 2:01:00 AM,Property Damage Crash,"(39.27352723, -76.55367851)"
18CS00182291,09/18/2018,9:17:00 AM,Injury Crash,"(39.24749923, -76.57549825)"
18CS00134843,07/09/2018,7/9/2018 5:30:00 PM,Property Damage Crash,"(39.284519, -76.542645)"
18CS00104794,05/29/2018,5/29/2018 5:23:00 PM,Property Damage Crash,"(39.26051954, -76.57678843)"
12T010001,07/24/2012,2353,PD,"(39.323266, -76.529487)"
13B003225,01/28/2013,1515,PD,"(39.179711, -76.651694)"
16CS00238178,12/17/2016,12/17/2016 10:52:00 AM,Property Damage Crash,"(39.20628031, -76.62688941)"
P1600094753,12/30/2016,12/31/2016 2:10:00 PM,Property Damage Crash,"(39.1874355, -76.6715768)"
17CS00166859,09/01/2017,9/1/2017 4:24:00 PM,Property Damage Crash,"(39.28434021, -76.53844357)"
16CS00238374,12/17/2016,12/17/2016 8:08:00 PM,Property Damage Crash,"(39.28409109, -76.54642582)"
19CS00027817,02/11/2019,2/11/2019 10:30:00 AM,Injury Crash,"(39.2542255, -76.5333053)"
12B026587,08/19/2012,2154,PD,"(39.190722, -76.677892)"
13E002264,04/16/2013,733,PI,"(39.118706, -77.077984)"
17CS00170665,09/07/2017,9/10/2017 7:32:00 PM,Property Damage Crash,"(39.02023397, -76.41574457)"
18CS00240044,12/19/2018,12/31/2018 6:56:00 AM,Property Damage Crash,"(39.3256757468049, -76.527230156958)"
13L013402,12/13/2013,1626,PD,"(39.013246, -76.407261)"
13K002086,03/02/2013,0530,PI,"(39.224836, -76.518063)"
P1800029499,04/25/2018,4/26/2018 7:11:00 AM,Property Damage Crash,"(39.1966, -76.6911)"
17CS00194815,10/15/2017,10/19/2017 10:12:00 AM,Property Damage Crash,"(39.08671453, -77.02368736)"
17IR000209,02/06/2017,2/15/2017 7:53:00 AM,Property Damage Crash,"(39.073996, -76.9194615)"
16CS00117638,06/21/2016,6/21/2016 9:12:00 AM,Property Damage Crash,"(39.2568446, -76.53257892)"
P1600079283,10/27/2016,11/1/2016 1:45:00 PM,Property Damage Crash,"(39.22120661, -76.70211732)"
P1500063743,09/13/2015,9/21/2015 6:23:00 PM,Property Damage Crash,"(39.18904221, -76.67670608)"
16CS00206107,10/27/2016,10/31/2016 2:29:00 PM,Injury Crash,"(39.28292017, -76.55333117)"
18CS00095419,05/15/2018,6/2/2018 9:33:00 PM,Property Damage Crash,"(39.00816524, -76.40395895)"
18CS00046357,03/08/2018,3/8/2018 4:56:00 PM,Property Damage Crash,"(39.224855, -76.624532)"
18CS00190923,10/02/2018,1899-12-31T06:51:00.000,Property Damage Crash,"(39.2802713325422, -76.5533820109194)"
18CS00007378,01/11/2018,1/11/2018 3:40:00 PM,Property Damage Crash,"(38.97571263, -76.29173398)"
13L007046,07/12/2013,1122,PD,"(38.983244, -76.340289)"
19CS00060327,03/28/2019,3/28/2019 8:33:00 AM,Injury Crash,"(39.2662, -76.597)"
17CS00211370,11/08/2017,11/10/2017 6:13:00 PM,Property Damage Crash,"(39.12667289, -77.11789727)"
P1800006220,01/23/2018,1/24/2018 11:31:00 PM,Property Damage Crash,"(39.176684, -76.693189)"
P1500088694,12/27/2015,12/28/2015 4:01:00 AM,Property Damage Crash,"(39.18747783, -76.68353498)"
18IR001924,12/07/2018,12/10/2018 8:02:00 AM,Injury Crash,"(39.2650938, -76.5628422)"
12E007624,11/01/2012,1145,PD,"(39.071809, -76.907622)"
13T005498,04/22/2013,1603,PD,"(39.444929, -76.309173)"
P1700006454,01/27/2017,2/16/2017 5:50:00 AM,Property Damage Crash,"(39.19037269, -76.67651698)"
15CS00040139,03/06/2015,9:50:00 AM,Property Damage Crash,"(39.26148316, -76.58223867)"
19CS00060001,03/27/2019,3/29/2019 9:04:00 PM,Injury Crash,"(39.306734, -76.531096)"
16CS00029755,02/16/2016,2/16/2016 11:08:00 AM,Property Damage Crash,"(39.24082079, -76.46106184)"
P1800029349,04/24/2018,4/24/2018 3:45:00 PM,Property Damage Crash,"(39.1695065, -76.6417143)"
C14B001327,11/25/2014,1:04:00 PM,Injury Crash,"(39.19171145, -76.67544007)"
19CS00022807,02/03/2019,2/8/2019 7:00:00 PM,Property Damage Crash,"(39.159158092916, -76.7288053035737)"
17B000238,03/29/2017,4/1/2017 4:00:00 AM,Property Damage Crash,"(39.1858157, -76.67722106)"
18CS00176931,09/09/2018,7:26:00 PM,Property Damage Crash,"(39.2702403, -76.6225468)"
13B019074,07/06/2013,1510,PD,"(39.186597, -76.680429)"
13T006291,05/08/2013,0750,PD,"(39.267398, -76.559597)"
13T013911,09/18/2013,0343,PD,"(39.242104, -76.579963)"
17CS00120106,06/26/2017,7/5/2017 4:13:00 PM,Property Damage Crash,"(39.22186433, -76.72126293)"
16CS00178001,09/14/2016,9/14/2016 5:48:00 PM,Property Damage Crash,"(39.3225453, -76.5293122)"
17CS00226216,11/30/2017,12/1/2017 6:10:00 AM,Injury Crash,"(39.27159201, -76.65236235)"
16CS00197993,10/14/2016,10/20/2016 8:22:00 PM,Injury Crash,"(39.29804091, -76.54936954)"
P1600019377,03/18/2016,4/6/2016 10:01:00 PM,Property Damage Crash,"(39.187823, -76.682358)"
13E007591,12/08/2013,1634,PD,"(39.073583, -76.935647)"
17IR000985,05/16/2017,5/17/2017 1:38:00 PM,Injury Crash,"(39.26189227, -76.58303529)"
12T010547,08/04/2012,2345,PI,"(39.267344, -76.561635)"
14CS00163549,10/03/2014,6:38:00 PM,Property Damage Crash,"(39.2331913, -76.620646)"
12B031049,09/27/2012,1348,PD,"(39.182098, -76.691726)"
17IR002305,12/21/2017,12/21/2017 4:27:00 AM,Injury Crash,"(39.268658, -76.635217)"
18IR000874,05/31/2018,5/31/2018 1:10:00 AM,Injury Crash,"(39.02090497, -76.46385133)"
17CS00007518,01/12/2017,1/19/2017 6:08:00 PM,Property Damage Crash,"(39.32176686, -76.48186237)"
14CS00096600,08/15/2014,4:58:00 PM,Property Damage Crash,"(39.1848098, -76.6900628)"
17B000144,02/22/2017,3/18/2017 2:00:00 PM,Injury Crash,"(39.190201, -76.671173)"
18CS00180428,09/15/2018,5:00:00 AM,Injury Crash,"(39.26817606, -76.6260521)"
15CS00219535,11/14/2015,11/16/2015 6:59:00 AM,Property Damage Crash,"(39.1080325, -77.0553133)"
15CS00168410,08/31/2015,9/3/2015 8:51:00 AM,Property Damage Crash,"(39.26847, -76.5597878)"
18CS00173509,09/04/2018,10:29:00 AM,Property Damage Crash,"(39.26564309, -76.56056108)"
14CS00123104,08/01/2014,1:04:00 PM,Injury Crash,"(39.65266462, -76.33611917)"
13B019519,09/03/2013,0748,PD,"(39.190475, -76.676725)"
P1600069812,09/19/2016,9/19/2016 9:02:00 AM,Property Damage Crash,"(39.1744858, -76.648109)"
18CS00137205,07/12/2018,7/12/2018 5:35:00 PM,Property Damage Crash,"(39.26726769, -76.61729917)"
15CS00155336,08/11/2015,8/12/2015 8:08:00 AM,Injury Crash,"(39.2634465, -76.4674803)"
19CS00049104,03/13/2019,3/13/2019 4:06:00 PM,Property Damage Crash,"(39.00884751771, -76.4044068609478)"
13H006949,10/03/2013,0907,PI,"(39.564985, -76.080375)"
18CS00194310,10/06/2018,1899-12-31T21:20:00.000,Property Damage Crash,"(39.2950865517111, -76.5516508449174)"
18CS00117240,06/15/2018,6/16/2018 6:46:00 PM,Injury Crash,"(38.97569491, -76.28204048)"
14CS00172325,10/18/2014,5:16:00 PM,Property Damage Crash,"(39.270471, -76.641397)"
18CS00131798,07/05/2018,7/6/2018 9:40:00 AM,Property Damage Crash,"(39.29758841, -76.54976048)"
17CS00245547,12/30/2017,12/31/2017 4:26:00 AM,Property Damage Crash,"(39.26817618, -76.62619472)"
P1800060742,08/12/2018,8/21/2018 3:25:00 PM,Property Damage Crash,"(39.183424, -76.672011)"
18CS00109562,06/05/2018,6/5/2018 12:17:00 PM,Property Damage Crash,"(39.27000559, -76.63770676)"
13E000600,01/28/2013,0730,PD,"(39.085807, -77.020697)"
17CS00121045,06/27/2017,6/28/2017 8:15:00 PM,Injury Crash,"(39.26300332, -76.56634927)"
15CS00141799,07/22/2015,7/30/2015 10:13:00 AM,Property Damage Crash,"(39.27095246, -76.65505528)"
P1800073749,10/09/2018,10:00:00 AM,Property Damage Crash,"(39.19621, -76.691523)"
18CS00126159,06/27/2018,6/27/2018 6:55:00 PM,Property Damage Crash,"(39.00886345, -76.40439749)"
16CS00211420,11/04/2016,11/4/2016 2:07:00 PM,Injury Crash,"(38.9871677, -76.40716553)"
14CS00206205,12/11/2014,11:12:00 PM,Injury Crash,"(39.26774633, -76.66255474)"
15CS00107911,06/05/2015,5:33:00 PM,Property Damage Crash,"(38.3632827, -76.9850257)"
15CS00047000,03/16/2015,1:30:00 PM,Property Damage Crash,"(39.27645903, -76.56233668)"
15CS00150300,08/04/2015,8/4/2015 6:50:00 AM,Property Damage Crash,"(39.2671012, -76.610636)"
18CS00010147,01/15/2018,1/17/2018 8:37:00 PM,Injury Crash,"(39.0043780963136, -76.4010715484619)"
15CS00074624,04/20/2015,9:58:00 PM,Property Damage Crash,"(39.26126718, -76.5733552)"
18CS00175856,09/07/2018,12:18:00 PM,Injury Crash,"(38.9966724, -76.41874127)"
P1700052590,07/24/2017,8/2/2017 4:15:00 AM,Property Damage Crash,"(39.184777, -76.689826)"
P1700079548,10/28/2017,10/29/2017 10:22:00 AM,Injury Crash,"(39.16201148, -76.68731689)"
16CS00072238,04/17/2016,4/20/2016 9:26:00 PM,Property Damage Crash,"(39.2695082, -76.5574007)"
12T013244,10/04/2012,1608,PD,"(39.2658, -76.5952)"
13E000378,01/18/2013,0540,PI,"(39.103432, -77.048764)"
14CS00164230,10/05/2014,1:18:00 AM,Property Damage Crash,"(39.2842472, -76.5474067)"
13E002575,05/02/2013,2223,PD,"(39.124289, -77.091808)"
19CS00026134,02/08/2019,2/8/2019 2:46:00 PM,Property Damage Crash,"(39.262997, -76.566419)"
17IR000720,04/14/2017,4/15/2017 6:02:00 PM,Property Damage Crash,"(39.266095, -76.596786)"
P1500066636,09/25/2015,9/26/2015 2:13:00 PM,Property Damage Crash,"(39.25430557, -76.68658733)"
15CS00201533,10/17/2015,10/22/2015 5:15:00 PM,Injury Crash,"(39.24079575, -76.5294528)"
P1800001968,01/08/2018,1/8/2018 6:10:00 AM,Property Damage Crash,"(39.1904835, -76.6790683)"
15CS00208652,10/22/2015,10/25/2015 6:30:00 AM,Injury Crash,"(38.98165932, -76.33184373)"
16CS00015412,08/11/2016,8/11/2016 7:51:00 AM,Property Damage Crash,"(39.56636377, -76.07710361)"
16CS00047282,03/14/2016,4/6/2016 3:45:00 AM,Property Damage Crash,"(39.24471769, -76.45688295)"
18CS00084521,04/30/2018,5/3/2018 8:18:00 PM,Property Damage Crash,"(39.2865242, -76.55368991)"
18CS00016949,01/24/2018,1/24/2018 4:17:00 PM,Property Damage Crash,"(39.265211, -76.5585965)"
